"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0007186",1.32489391679471e-05,1,2,2,"G protein-coupled receptor signaling pathway","BP","signal transduction","P"
"2","GO:0140021",0.00367158321211422,1,1,1,"mitochondrial ADP transmembrane transport","BP",NA,NA
"3","GO:0000122",0.00367158321211422,1,1,1,"negative regulation of transcription by RNA polymerase II","BP","RNA metabolism","P"
"4","GO:0006355",0.00367158321164366,1,1,1,"regulation of transcription, DNA-templated","BP","RNA metabolism","P"
"5","GO:0007165",0.00367158321211422,1,1,1,"signal transduction","BP","signal transduction","P"
"6","GO:0005737",0.00367158321211422,1,1,1,"cytoplasm","CC","other cellular component","C"
"7","GO:0016020",0.00367158321210958,1,1,1,"membrane","CC","other membranes","C"
"8","GO:0005743",0.00367158321211422,1,1,1,"mitochondrial inner membrane","CC","mitochondrion","C"
"9","GO:0000786",0.00367158321211422,1,1,1,"nucleosome","CC","other cellular component","C"
"10","GO:0005634",0.00367158321211422,1,1,1,"nucleus","CC","nucleus","C"
"11","GO:0005886",1.3248939160872e-05,1,2,2,"plasma membrane","CC","plasma membrane","C"
"12","GO:0005524",0.00367158321206653,1,1,1,"ATP binding","MF","other molecular function","F"
"13","GO:0005471",0.00367158321211422,1,1,1,"ATP:ADP antiporter activity","MF","transporter activity","F"
"14","GO:0004565",0.00367158321209958,1,1,1,"beta-galactosidase activity","MF","other molecular function","F"
"15","GO:0005509",1.3248939160872e-05,1,2,2,"calcium ion binding","MF","other molecular function","F"
"16","GO:0004861",0.00367158321211422,1,1,1,"cyclin-dependent protein serine/threonine kinase inhibitor activity","MF","enzyme regulator activity","F"
"17","GO:0003677",4.69731303213302e-08,1,3,3,"DNA binding","MF","nucleic acid binding activity","F"
"18","GO:0000981",1.32489391679069e-05,1,2,2,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",NA,NA
"19","GO:0004930",0.00367158321211422,1,1,1,"G protein-coupled receptor activity","MF","signal transduction activity","F"
"20","GO:0005525",0.00367158321211422,1,1,1,"GTP binding","MF","other molecular function","F"
"21","GO:0003924",0.00367158321211422,1,1,1,"GTPase activity","MF","other molecular function","F"
"22","GO:0003676",0.0036715832121103,1,1,1,"nucleic acid binding","MF","nucleic acid binding activity","F"
"23","GO:0016491",0.00367158321210958,1,1,1,"oxidoreductase activity","MF","other molecular function","F"
"24","GO:0005515",4.6973130308654e-08,1,3,3,"protein binding","MF","other molecular function","F"
"25","GO:0004672",0.00367158321206653,1,1,1,"protein kinase activity","MF","kinase activity","F"
"26","NA;NA",0,1,28,28,NA,NA,NA,NA
"27","GO:0005515;NA",2.42043815826599e-13,1,5,5,NA,NA,NA,NA
"28","GO:0007156;GO:0005509;GO:0005886;GO:0007156;GO:0016021",1.3248939160872e-05,1,2,2,NA,NA,NA,NA
"29","GO:0046983;NA",1.32489391661446e-05,1,2,2,NA,NA,NA,NA
"30","GO:0006355;NA",1.32489391679069e-05,1,2,2,NA,NA,NA,NA
"31","GO:0006351;NA",0.00367158321113395,1,1,1,NA,NA,NA,NA
"32","GO:0006468;NA",0.00367158321206653,1,1,1,NA,NA,NA,NA
"33","GO:0008270;NA",0.00367158321209265,1,1,1,NA,NA,NA,NA
"34","GO:0005975;NA",0.00367158321209958,1,1,1,NA,NA,NA,NA
"35","GO:0055114;NA",0.00367158321210958,1,1,1,NA,NA,NA,NA
"36","GO:0008270;GO:0003677;GO:0005634",0.0036715832121103,1,1,1,NA,NA,NA,NA
"37","GO:0003676;NA",0.00367158321211213,1,1,1,NA,NA,NA,NA
"38","GO:0006334;GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0042025;GO:0046982",0.00367158321211422,1,1,1,NA,NA,NA,NA
"39","GO:0016020;NA",0.00367158321211422,1,1,1,NA,NA,NA,NA
"40","GO:0016021;NA",0.00367158321211422,1,1,1,NA,NA,NA,NA
"41","GO:0017069;NA",0.00367158321211422,1,1,1,NA,NA,NA,NA
"42","GO:0019236;NA",0.00367158321211422,1,1,1,NA,NA,NA,NA
"43","GO:0035556;NA",0.00367158321211422,1,1,1,NA,NA,NA,NA
"44","GO:1990544;NA",0.00367158321211422,1,1,1,NA,NA,NA,NA
